"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 27, 2019","1.3239","1.3402","1.3532","1.2678","4.54M","-1.21%"
"Feb 26, 2019","1.3401","1.3186","1.3740","1.2872","5.36M","1.62%"
"Feb 25, 2019","1.3187","1.3142","1.3795","1.2881","6.74M","0.47%"
"Feb 24, 2019","1.3125","1.3348","1.5266","1.2517","15.27M","-1.67%"
"Feb 23, 2019","1.3348","1.2960","1.3404","1.2623","4.78M","2.99%"
"Feb 22, 2019","1.2961","1.3198","1.3311","1.2819","2.82M","-1.80%"
"Feb 21, 2019","1.3198","1.3281","1.3281","1.2376","4.70M","-0.62%"
"Feb 20, 2019","1.3280","1.2847","1.3487","1.2716","5.27M","3.38%"
"Feb 19, 2019","1.2847","1.3126","1.3427","1.2760","4.91M","-2.13%"
"Feb 18, 2019","1.3126","1.2275","1.3563","1.2139","7.77M","6.93%"
"Feb 17, 2019","1.2275","1.2173","1.2558","1.1741","6.01M","0.83%"
"Feb 16, 2019","1.2174","1.1348","1.2640","1.1348","5.60M","7.28%"
"Feb 15, 2019","1.1348","1.1194","1.1625","1.1169","2.77M","1.38%"
"Feb 14, 2019","1.1194","1.1383","1.1444","1.1065","2.72M","-1.64%"
"Feb 13, 2019","1.1382","1.1580","1.1664","1.1262","2.78M","-1.64%"
"Feb 12, 2019","1.1572","1.1500","1.1647","1.1295","3.62M","0.62%"
"Feb 11, 2019","1.1500","1.1919","1.1939","1.1432","5.65M","-3.54%"
"Feb 10, 2019","1.1923","1.1548","1.2101","1.1444","9.25M","3.25%"
"Feb 09, 2019","1.1548","1.1465","1.1628","1.1243","6.04M","0.72%"
"Feb 08, 2019","1.1465","1.0350","1.1489","1.0306","9.10M","10.77%"
"Feb 07, 2019","1.0350","1.0230","1.0517","1.0127","7.89M","1.17%"
"Feb 06, 2019","1.0231","1.0803","1.0862","1.0119","5.88M","-5.30%"
"Feb 05, 2019","1.0803","1.1072","1.1072","1.0734","7.81M","-2.43%"
"Feb 04, 2019","1.1072","1.0978","1.1270","1.0958","8.18M","0.85%"
"Feb 03, 2019","1.0978","1.0981","1.1249","1.0794","7.20M","-0.04%"
"Feb 02, 2019","1.0983","1.0844","1.1064","1.0709","3.42M","1.24%"
"Feb 01, 2019","1.0848","1.0859","1.0983","1.0446","3.80M","-0.11%"
"Jan 31, 2019","1.0859","1.1330","1.1534","1.0726","2.89M","-4.12%"
"Jan 30, 2019","1.1326","1.1030","1.1481","1.0940","7.60M","2.74%"
"Jan 29, 2019","1.1024","1.1109","1.1206","1.0719","4.30M","-0.77%"
"Jan 28, 2019","1.1109","1.1690","1.1702","1.0683","4.53M","-4.97%"
"Jan 27, 2019","1.1690","1.2328","1.2471","1.1308","3.37M","-5.17%"
"Jan 26, 2019","1.2328","1.2374","1.2970","1.2310","1.71M","-0.47%"
"Jan 25, 2019","1.2386","1.2529","1.2603","1.2201","2.04M","-1.14%"
"Jan 24, 2019","1.2529","1.2653","1.2692","1.2421","3.98M","-0.98%"
"Jan 23, 2019","1.2653","1.2911","1.3003","1.2443","3.56M","-2.00%"
"Jan 22, 2019","1.2911","1.2623","1.3059","1.2332","3.93M","2.27%"
"Jan 21, 2019","1.2625","1.2481","1.2669","1.2286","4.31M","1.17%"
"Jan 20, 2019","1.2479","1.2942","1.3520","1.2176","4.31M","-3.59%"
"Jan 19, 2019","1.2944","1.2644","1.3420","1.2511","3.24M","2.37%"
"Jan 18, 2019","1.2644","1.2878","1.2917","1.2338","1.93M","-1.80%"
"Jan 17, 2019","1.2877","1.2562","1.2907","1.2458","2.02M","2.49%"
"Jan 16, 2019","1.2564","1.2192","1.2729","1.2111","1.97M","3.06%"
"Jan 15, 2019","1.2192","1.2702","1.2808","1.2092","2.92M","-4.02%"
"Jan 14, 2019","1.2703","1.1802","1.2966","1.1714","3.28M","7.63%"
"Jan 13, 2019","1.1802","1.2750","1.2952","1.1699","2.78M","-7.43%"
"Jan 12, 2019","1.2750","1.2800","1.2970","1.2551","2.32M","-0.37%"
"Jan 11, 2019","1.2798","1.2616","1.3007","1.2384","3.11M","1.43%"
"Jan 10, 2019","1.2618","1.5099","1.5578","1.2411","4.71M","-16.43%"
"Jan 09, 2019","1.5099","1.4810","1.5183","1.4785","2.06M","1.95%"
"Jan 08, 2019","1.4810","1.4746","1.5282","1.4456","2.22M","0.42%"
"Jan 07, 2019","1.4748","1.5493","1.5566","1.4638","2.48M","-4.81%"
"Jan 06, 2019","1.5493","1.4811","1.5569","1.4503","4.59M","4.50%"
"Jan 05, 2019","1.4825","1.4493","1.5518","1.4470","4.84M","2.33%"
"Jan 04, 2019","1.4487","1.4402","1.4872","1.4056","5.16M","0.59%"
"Jan 03, 2019","1.4402","1.4957","1.5090","1.4237","2.78M","-3.71%"
"Jan 02, 2019","1.4957","1.4080","1.5197","1.4080","4.58M","6.21%"
"Jan 01, 2019","1.4082","1.3367","1.4125","1.3206","3.93M","5.35%"
"Dec 31, 2018","1.3367","1.3995","1.4443","1.3162","4.59M","-4.49%"
"Dec 30, 2018","1.3995","1.4172","1.4312","1.3500","3.62M","-1.21%"
"Dec 29, 2018","1.4166","1.4542","1.4839","1.3836","4.21M","-2.59%"
"Dec 28, 2018","1.4542","1.2928","1.4566","1.2661","2.89M","12.50%"
"Dec 27, 2018","1.2926","1.4656","1.4658","1.2795","3.90M","-11.81%"
"Dec 26, 2018","1.4656","1.4494","1.5257","1.3936","4.67M","1.12%"
"Dec 25, 2018","1.4494","1.5864","1.5885","1.3912","3.31M","-8.64%"
"Dec 24, 2018","1.5865","1.6416","1.8635","1.5647","6.39M","-3.36%"
"Dec 23, 2018","1.6416","1.5417","1.6760","1.5395","4.93M","6.48%"
"Dec 22, 2018","1.5417","1.4770","1.5457","1.4499","3.40M","4.38%"
"Dec 21, 2018","1.4770","1.6241","1.6648","1.4533","4.53M","-9.06%"
"Dec 20, 2018","1.6241","1.3380","1.6525","1.3238","7.62M","21.47%"
"Dec 19, 2018","1.3370","1.3243","1.4502","1.2969","6.61M","0.96%"
"Dec 18, 2018","1.3243","1.2586","1.3325","1.1976","6.32M","5.24%"
"Dec 17, 2018","1.2584","1.1414","1.2971","1.1304","6.03M","10.23%"
"Dec 16, 2018","1.1416","1.1063","1.2085","1.1029","5.63M","3.19%"
"Dec 15, 2018","1.1063","1.1102","1.1386","1.0744","3.88M","-0.35%"
"Dec 14, 2018","1.1102","1.1852","1.2042","1.0791","5.66M","-6.33%"
"Dec 13, 2018","1.1852","1.2394","1.3037","1.1596","5.30M","-4.37%"
"Dec 12, 2018","1.2394","1.2710","1.3106","1.2315","4.94M","-3.04%"
"Dec 11, 2018","1.2783","1.2999","1.3332","1.2536","4.50M","-1.68%"
"Dec 10, 2018","1.3000","1.3547","1.3929","1.2807","4.62M","-4.03%"
"Dec 09, 2018","1.3547","1.3128","1.4386","1.2550","3.82M","3.19%"
"Dec 08, 2018","1.3128","1.3103","1.3533","1.2023","4.64M","0.20%"
"Dec 07, 2018","1.3103","1.2407","1.3496","1.1252","4.88M","5.60%"
"Dec 06, 2018","1.2407","1.3734","1.4183","1.2299","3.97M","-9.65%"
"Dec 05, 2018","1.3732","1.4814","1.5013","1.3725","4.23M","-7.30%"
"Dec 04, 2018","1.4814","1.4655","1.5936","1.4126","2.47M","1.20%"
"Dec 03, 2018","1.4637","1.6117","1.6169","1.4237","4.30M","-9.18%"
"Dec 02, 2018","1.6117","1.6286","1.6552","1.5984","4.09M","-1.04%"
"Dec 01, 2018","1.6286","1.5216","1.6519","1.4823","3.65M","7.03%"
"Nov 30, 2018","1.5216","1.6538","1.6631","1.4429","3.45M","-7.99%"
"Nov 29, 2018","1.6538","1.6075","1.7436","1.5268","4.51M","2.88%"
"Nov 28, 2018","1.6076","1.4131","1.6561","1.4129","4.25M","13.77%"
"Nov 27, 2018","1.4131","1.4397","1.4442","1.3354","3.60M","-1.85%"
"Nov 26, 2018","1.4397","1.5673","1.5914","1.3754","3.58M","-8.15%"
"Nov 25, 2018","1.5674","1.5284","1.5968","1.3462","3.52M","2.55%"
"Nov 24, 2018","1.5285","1.7298","1.7998","1.4869","4.04M","-11.64%"
"Nov 23, 2018","1.7298","1.8247","1.8481","1.6343","4.66M","-5.21%"
"Nov 22, 2018","1.8248","2.0346","2.0693","1.8209","2.87M","-10.31%"
"Nov 21, 2018","2.0346","1.9511","2.0485","1.8710","3.48M","4.28%"
"Nov 20, 2018","1.9511","2.2824","2.3227","1.7134","5.13M","-14.51%"
"Nov 19, 2018","2.2824","2.7926","2.7940","2.2034","3.69M","-18.27%"
"Nov 18, 2018","2.7926","2.7126","2.8586","2.7123","3.12M","2.93%"
"Nov 17, 2018","2.7130","2.7475","2.7587","2.6847","1.99M","-1.26%"
"Nov 16, 2018","2.7475","2.8146","2.9450","2.6845","2.84M","-2.38%"
"Nov 15, 2018","2.8146","2.8614","2.8781","2.6249","3.67M","-1.64%"
"Nov 14, 2018","2.8614","3.2217","3.2683","2.7270","3.38M","-11.18%"
"Nov 13, 2018","3.2217","3.3027","3.3069","3.2155","1.28M","-2.53%"
"Nov 12, 2018","3.3053","3.2222","3.3252","3.1807","1.46M","2.58%"
"Nov 11, 2018","3.2222","3.3253","3.3423","3.1633","1.34M","-3.11%"
"Nov 10, 2018","3.3256","3.3533","3.3638","3.3219","1.27M","-0.82%"
"Nov 09, 2018","3.3532","3.3381","3.4097","3.3080","1.31M","0.45%"
"Nov 08, 2018","3.3381","3.4393","3.4674","3.3311","1.41M","-2.94%"
"Nov 07, 2018","3.4393","3.4974","3.5393","3.4218","1.51M","-1.70%"
"Nov 06, 2018","3.4989","3.3931","3.5481","3.3841","1.52M","3.12%"
"Nov 05, 2018","3.3931","3.3480","3.4327","3.2893","1.31M","1.36%"
"Nov 04, 2018","3.3475","3.2022","3.3935","3.1879","1.25M","4.54%"
"Nov 03, 2018","3.2022","3.2716","3.2877","3.1856","1.15M","-2.08%"
"Nov 02, 2018","3.2701","3.2713","3.3037","3.2214","1.28M","-0.06%"
"Nov 01, 2018","3.2720","3.2844","3.3128","3.2104","1.33M","-0.37%"
"Oct 31, 2018","3.2843","3.1920","3.2987","3.0678","1.42M","2.79%"
"Oct 30, 2018","3.1951","3.1202","3.1978","3.1114","1.16M","2.41%"
"Oct 29, 2018","3.1201","3.2478","3.2541","3.0520","1.43M","-3.93%"
"Oct 28, 2018","3.2477","3.2225","3.2556","3.2051","1.07M","0.78%"
"Oct 27, 2018","3.2225","3.3412","3.3561","3.1849","1.22M","-3.53%"
"Oct 26, 2018","3.3404","3.3397","3.3706","3.3007","1.29M","0.02%"
"Oct 25, 2018","3.3397","3.4535","3.4701","3.3369","1.24M","-3.32%"
"Oct 24, 2018","3.4545","3.3954","3.5783","3.3788","1.47M","1.77%"
"Oct 23, 2018","3.3945","3.4865","3.5275","3.3850","1.41M","-2.60%"
"Oct 22, 2018","3.4852","3.3729","3.5611","3.3286","1.69M","3.26%"
"Oct 21, 2018","3.3750","3.3683","3.4552","3.3591","1.16M","0.20%"
"Oct 20, 2018","3.3683","3.3145","3.4237","3.2845","1.08M","1.62%"
"Oct 19, 2018","3.3145","3.2733","3.3729","3.2183","1.15M","1.26%"
"Oct 18, 2018","3.2733","3.3250","3.4834","3.2286","2.07M","-1.72%"
"Oct 17, 2018","3.3306","3.2440","3.3662","3.1786","1.23M","2.67%"
"Oct 16, 2018","3.2440","3.2544","3.3229","3.1782","1.05M","-0.32%"
"Oct 15, 2018","3.2545","3.0270","3.4554","3.0050","2.37M","7.52%"
"Oct 14, 2018","3.0270","3.0877","3.1205","3.0229","1.24M","-1.97%"
"Oct 13, 2018","3.0878","3.0254","3.1057","3.0182","1.24M","2.06%"
"Oct 12, 2018","3.0254","3.0023","3.1272","2.9764","1.57M","0.77%"
"Oct 11, 2018","3.0023","3.5099","3.5111","2.9967","2.30M","-14.40%"
"Oct 10, 2018","3.5075","3.5205","3.5925","3.4704","1.61M","-0.29%"
"Oct 09, 2018","3.5179","3.5250","3.5560","3.4520","1.78M","-0.24%"
"Oct 08, 2018","3.5262","3.4814","3.5709","3.4775","1.72M","1.28%"
"Oct 07, 2018","3.4817","3.4432","3.4959","3.4055","1.70M","1.12%"
"Oct 06, 2018","3.4432","3.5259","3.5366","3.4107","2.49M","-2.35%"
"Oct 05, 2018","3.5259","3.4712","3.5500","3.4295","2.63M","1.51%"
"Oct 04, 2018","3.4733","3.4272","3.5238","3.4125","2.49M","1.52%"
"Oct 03, 2018","3.4213","3.5412","3.5529","3.3746","2.65M","-3.57%"
"Oct 02, 2018","3.5479","3.6240","3.7011","3.5198","2.36M","-2.23%"
"Oct 01, 2018","3.6287","3.7141","3.7690","3.5366","2.46M","-2.54%"
"Sep 30, 2018","3.7233","3.6764","3.8195","3.6256","2.51M","1.05%"
"Sep 29, 2018","3.6847","3.5245","3.7490","3.4234","2.58M","4.54%"
"Sep 28, 2018","3.5245","3.6510","3.7063","3.4541","2.35M","-3.46%"
"Sep 27, 2018","3.6510","3.3514","3.7406","3.3061","2.32M","8.94%"
"Sep 26, 2018","3.3514","3.3788","3.4787","3.2891","1.61M","-0.74%"
"Sep 25, 2018","3.3764","3.4133","3.4133","3.2080","2.20M","-1.03%"
"Sep 24, 2018","3.4117","3.6336","3.6842","3.3486","2.52M","-6.11%"
"Sep 23, 2018","3.6336","3.5592","3.7544","3.5382","1.99M","2.12%"
"Sep 22, 2018","3.5583","3.7005","3.8407","3.4193","1.75M","-3.84%"
"Sep 21, 2018","3.7005","3.3369","3.7343","3.3028","3.78M","10.90%"
"Sep 20, 2018","3.3369","3.1304","3.3970","3.1304","2.01M","6.60%"
"Sep 19, 2018","3.1304","3.1621","3.2067","2.9945","2.09M","-1.00%"
"Sep 18, 2018","3.1621","3.0921","3.2381","3.0546","2.10M","2.26%"
"Sep 17, 2018","3.0921","3.4088","3.4403","3.0506","2.40M","-9.29%"
"Sep 16, 2018","3.4088","3.5215","3.5215","3.2817","1.99M","-3.19%"
"Sep 15, 2018","3.5211","3.4371","3.5633","3.4205","1.82M","2.44%"
"Sep 14, 2018","3.4372","3.4040","3.5308","3.3418","1.98M","0.97%"
"Sep 13, 2018","3.4040","3.2669","3.4779","3.2278","2.25M","4.30%"
"Sep 12, 2018","3.2637","3.1844","3.2771","3.0382","2.34M","2.49%"
"Sep 11, 2018","3.1844","3.4734","3.5694","3.0467","3.27M","-8.32%"
"Sep 10, 2018","3.4733","3.3852","3.5737","3.3496","1.91M","2.60%"
"Sep 09, 2018","3.3852","3.4007","3.6092","3.2861","2.16M","-0.46%"
"Sep 08, 2018","3.4007","3.6752","3.7453","3.3353","2.89M","-7.47%"
"Sep 07, 2018","3.6752","3.9596","4.0162","3.6247","3.00M","-7.16%"
"Sep 06, 2018","3.9587","3.7339","3.9819","3.4186","4.12M","6.02%"
"Sep 05, 2018","3.7339","4.8060","5.0407","3.6939","3.79M","-22.31%"
"Sep 04, 2018","4.8060","4.4054","5.0734","4.3974","3.81M","9.09%"
"Sep 03, 2018","4.4054","4.3591","4.5062","4.2137","1.72M","1.07%"
"Sep 02, 2018","4.3588","4.5149","4.5407","4.1608","1.85M","-3.57%"
"Sep 01, 2018","4.5200","4.2214","4.5962","4.2047","1.89M","7.08%"
"Aug 31, 2018","4.2210","4.2227","4.3416","4.1328","1.58M","-0.04%"
"Aug 30, 2018","4.2227","4.3583","4.3993","3.9649","1.93M","-3.11%"
"Aug 29, 2018","4.3583","4.4581","4.6751","4.2575","2.17M","-2.25%"
"Aug 28, 2018","4.4585","4.1681","4.5190","4.1441","1.87M","6.96%"
"Aug 27, 2018","4.1683","3.8208","4.2363","3.7519","1.75M","9.09%"
"Aug 26, 2018","3.8208","3.8374","3.8390","3.6659","1.09M","-0.42%"
"Aug 25, 2018","3.8370","3.8066","3.8980","3.6436","1.05M","0.80%"
"Aug 24, 2018","3.8066","3.6664","3.8596","3.6066","2.14M","3.82%"
"Aug 23, 2018","3.6664","3.5131","3.7225","3.4576","1.27M","4.36%"
"Aug 22, 2018","3.5132","3.8261","4.0987","3.4707","1.55M","-8.18%"
"Aug 21, 2018","3.8261","3.6540","3.9052","3.6348","1.49M","4.71%"
"Aug 20, 2018","3.6540","4.1496","4.2331","3.6480","3.40M","-11.94%"
"Aug 19, 2018","4.1496","4.0715","4.3472","3.9731","4.41M","1.92%"
"Aug 18, 2018","4.0715","4.4395","4.5717","3.8282","4.96M","-8.22%"
"Aug 17, 2018","4.4364","3.6987","4.4737","3.6660","5.32M","19.94%"
"Aug 16, 2018","3.6987","3.5434","3.8303","3.5074","4.78M","4.39%"
"Aug 15, 2018","3.5431","3.5818","3.9704","3.5321","4.15M","-1.24%"
"Aug 14, 2018","3.5877","3.6006","3.6132","3.2258","3.42M","-0.37%"
"Aug 13, 2018","3.6011","4.0501","4.1446","3.5289","4.82M","-11.09%"
"Aug 12, 2018","4.0501","4.1101","4.2464","3.9823","3.25M","-1.53%"
"Aug 11, 2018","4.1130","4.3283","4.3383","4.0180","2.39M","-4.97%"
"Aug 10, 2018","4.3283","4.7808","4.8540","4.2903","2.70M","-9.50%"
"Aug 09, 2018","4.7828","4.4380","5.0793","4.3546","2.92M","7.77%"
"Aug 08, 2018","4.4380","4.8031","5.3184","4.2193","4.01M","-7.60%"
"Aug 07, 2018","4.8031","5.2133","5.3774","4.7540","2.08M","-7.86%"
"Aug 06, 2018","5.2130","5.4487","5.5458","5.1700","1.67M","-4.28%"
"Aug 05, 2018","5.4463","5.3673","5.5004","5.2913","1.57M","1.47%"
"Aug 04, 2018","5.3673","5.4561","5.6783","5.1665","1.78M","-1.63%"
"Aug 03, 2018","5.4561","5.5132","5.6299","5.1341","1.93M","-1.05%"
"Aug 02, 2018","5.5140","5.9253","6.0072","5.4895","2.35M","-6.94%"
"Aug 01, 2018","5.9253","6.1195","6.1252","5.7441","3.31M","-3.19%"
"Jul 31, 2018","6.1204","6.6934","6.6944","5.9726","1.69M","-8.56%"
"Jul 30, 2018","6.6934","6.8389","6.9201","6.5822","2.33M","-2.13%"
"Jul 29, 2018","6.8389","6.9338","6.9773","6.8020","2.29M","-1.37%"
"Jul 28, 2018","6.9338","7.0339","7.0466","6.8383","1.35M","-1.31%"
"Jul 27, 2018","7.0261","6.8331","7.0711","6.7824","950.30K","2.82%"
"Jul 26, 2018","6.8331","7.1502","7.3564","6.8310","1.02M","-4.43%"
"Jul 25, 2018","7.1502","7.1800","7.2876","7.0146","1.34M","-0.41%"
"Jul 24, 2018","7.1800","6.8159","7.2647","6.7293","2.27M","5.34%"
"Jul 23, 2018","6.8159","7.1648","7.3633","6.8045","846.32K","-4.87%"
"Jul 22, 2018","7.1648","6.9821","7.4364","6.8663","712.71K","2.62%"
"Jul 21, 2018","6.9821","6.7248","7.1314","6.6116","651.10K","3.83%"
"Jul 20, 2018","6.7248","7.5720","7.5845","6.7218","1.35M","-11.14%"
"Jul 19, 2018","7.5677","7.9039","8.1174","7.5129","2.42M","-4.25%"
"Jul 18, 2018","7.9039","7.8718","8.3724","7.7753","2.41M","0.41%"
"Jul 17, 2018","7.8718","7.4422","8.0199","7.1897","1.91M","5.77%"
"Jul 16, 2018","7.4422","6.8478","7.4639","6.7714","1.33M","8.68%"
"Jul 15, 2018","6.8478","6.6823","6.9337","6.6154","811.88K","2.48%"
"Jul 14, 2018","6.6823","6.7071","6.9034","6.6678","798.81K","-0.51%"
"Jul 13, 2018","6.7166","6.7170","7.2331","6.6739","1.19M","-0.01%"
"Jul 12, 2018","6.7170","6.8422","6.8683","6.4877","953.07K","-1.83%"
"Jul 11, 2018","6.8422","6.8236","6.9827","6.6076","953.20K","0.27%"
"Jul 10, 2018","6.8236","7.2091","7.4331","6.7969","1.35M","-5.28%"
"Jul 09, 2018","7.2039","7.8147","7.8725","6.9969","1.48M","-7.81%"
"Jul 08, 2018","7.8142","8.0579","8.2279","7.7784","922.55K","-3.08%"
"Jul 07, 2018","8.0626","8.0696","8.1286","7.5420","929.57K","-0.13%"
"Jul 06, 2018","8.0732","8.1402","8.1482","7.8286","896.58K","-0.82%"
"Jul 05, 2018","8.1402","8.1182","8.3597","7.9292","1.20M","0.29%"
"Jul 04, 2018","8.1163","7.9318","8.5193","7.7529","1.27M","2.35%"
"Jul 03, 2018","7.9301","8.3818","8.7419","7.8652","1.54M","-5.39%"
"Jul 02, 2018","8.3818","7.9775","8.7725","7.7854","1.24M","5.05%"
"Jul 01, 2018","7.9791","7.6195","8.1515","7.5880","1.48M","4.68%"
"Jun 30, 2018","7.6222","7.2001","7.7867","7.1125","741.11K","5.85%"
"Jun 29, 2018","7.2010","6.7352","7.2682","6.6909","697.03K","6.92%"
"Jun 28, 2018","6.7352","7.2592","7.3131","6.7103","555.29K","-7.22%"
"Jun 27, 2018","7.2593","7.2397","7.3112","7.1321","386.52K","0.16%"
"Jun 26, 2018","7.2478","7.8302","7.8611","7.2291","369.18K","-7.45%"
"Jun 25, 2018","7.8315","7.7865","8.0527","7.5302","541.94K","0.58%"
"Jun 24, 2018","7.7864","8.2054","8.2229","7.1707","853.62K","-5.05%"
"Jun 23, 2018","8.2009","8.2087","8.3859","7.9394","554.92K","-0.09%"
"Jun 22, 2018","8.2087","8.9272","8.9704","8.0967","1.19M","-8.05%"
"Jun 21, 2018","8.9273","9.1104","9.2179","8.8943","328.33K","-2.00%"
"Jun 20, 2018","9.1095","9.2241","9.2318","8.9210","479.28K","-1.24%"
"Jun 19, 2018","9.2242","9.4000","9.5742","9.1328","529.09K","-1.87%"
"Jun 18, 2018","9.3999","9.0231","9.6166","8.9222","505.77K","4.18%"
"Jun 17, 2018","9.0231","9.1495","9.3194","8.9848","341.42K","-1.34%"
"Jun 16, 2018","9.1455","8.9195","9.4194","8.8868","532.45K","2.53%"
"Jun 15, 2018","8.9195","9.4292","9.4894","8.8605","504.23K","-5.44%"
"Jun 14, 2018","9.4331","8.7941","9.6499","8.7670","1.01M","7.25%"
"Jun 13, 2018","8.7957","9.0468","9.2822","8.6586","1.16M","-2.78%"
"Jun 12, 2018","9.0474","9.9717","10.1242","8.9858","931.37K","-9.25%"
"Jun 11, 2018","9.9699","9.4457","9.9889","9.2590","733.24K","5.55%"
"Jun 10, 2018","9.4460","10.7400","10.7468","9.2710","1.40M","-12.08%"
"Jun 09, 2018","10.7437","11.1055","11.2341","10.7118","545.84K","-3.26%"
"Jun 08, 2018","11.1055","11.4476","11.5371","10.9787","571.55K","-2.96%"
"Jun 07, 2018","11.4445","11.0609","12.0102","11.0535","915.76K","3.47%"
"Jun 06, 2018","11.0610","11.3119","11.3849","10.7910","981.71K","-2.22%"
"Jun 05, 2018","11.3119","11.0972","11.5348","10.5997","970.89K","1.93%"
"Jun 04, 2018","11.0976","11.8068","12.0192","10.8851","1.36M","-6.01%"
"Jun 03, 2018","11.8068","11.5556","12.3545","11.5469","1.43M","2.21%"
"Jun 02, 2018","11.5512","10.8016","11.8619","10.6786","2.18M","6.94%"
"Jun 01, 2018","10.8018","10.5785","10.8549","10.3704","1.65M","2.11%"
"May 31, 2018","10.5786","10.3041","10.8938","10.2410","1.01M","2.67%"
"May 30, 2018","10.3040","10.5055","10.8524","9.9292","754.25K","-1.96%"
"May 29, 2018","10.5103","9.5960","10.8041","9.5075","815.15K","9.52%"
"May 28, 2018","9.5967","10.4200","10.5925","9.5415","808.66K","-7.90%"
"May 27, 2018","10.4200","10.7882","10.7966","10.2344","1.11M","-3.41%"
"May 26, 2018","10.7882","10.6991","11.1597","10.5277","564.56K","0.83%"
"May 25, 2018","10.6993","11.1493","11.4785","10.5562","671.10K","-4.04%"
"May 24, 2018","11.1492","10.5698","11.3400","10.0554","1.05M","5.68%"
"May 23, 2018","10.5498","11.4579","11.5875","10.0565","1.16M","-7.91%"
"May 22, 2018","11.4560","12.5434","12.9924","11.4043","527.20K","-8.66%"
"May 21, 2018","12.5422","13.0439","13.1220","12.2758","403.08K","-3.84%"
"May 20, 2018","13.0428","12.4956","13.2844","12.3648","775.00K","4.24%"
"May 19, 2018","12.5123","12.5380","12.9061","12.3179","838.95K","-0.21%"
"May 18, 2018","12.5386","12.3333","12.8186","11.9965","1.11M","1.66%"
"May 17, 2018","12.3333","13.1447","13.5642","12.0992","961.32K","-6.24%"
"May 16, 2018","13.1543","13.5384","13.5526","12.7564","549.70K","-2.84%"
"May 15, 2018","13.5394","14.1806","14.5506","13.4888","487.01K","-4.52%"
"May 14, 2018","14.1806","14.2042","14.6066","13.2035","1.02M","-0.17%"
"May 13, 2018","14.2042","13.6771","14.6929","13.3224","979.61K","3.82%"
"May 12, 2018","13.6815","13.2941","14.1278","12.4476","846.07K","2.91%"
"May 11, 2018","13.2941","15.3454","15.3454","13.0631","1.46M","-13.35%"
"May 10, 2018","15.3417","16.1147","16.4134","15.3146","1.00M","-4.74%"
"May 09, 2018","16.1053","16.0153","16.7404","15.3282","720.05K","0.56%"
"May 08, 2018","16.0153","16.6586","16.8270","15.7618","749.92K","-5.28%"
"May 07, 2018","16.9085","16.9708","17.0298","15.7938","930.36K","-0.37%"
"May 06, 2018","16.9708","17.4476","17.7487","16.5655","773.31K","-2.84%"
"May 05, 2018","17.4668","17.8784","18.0038","17.4279","1.01M","-2.30%"
