"Date","Price","Open","High","Low","Vol.","Change %"
"May 04, 2018","17.8784","18.3409","18.3585","17.2385","1.30M","-2.52%"
"May 03, 2018","18.3415","17.3505","19.0997","17.1496","2.11M","5.76%"
"May 02, 2018","17.3432","17.0395","17.4055","16.6665","986.32K","1.72%"
"May 01, 2018","17.0506","16.9971","17.1747","16.0840","876.84K","0.34%"
"Apr 30, 2018","16.9920","18.1958","18.2093","16.8441","1.04M","-6.60%"
"Apr 29, 2018","18.1923","18.1605","18.6271","17.1952","1.40M","0.26%"
"Apr 28, 2018","18.1445","17.3400","18.4441","17.2138","1.22M","4.65%"
"Apr 27, 2018","17.3384","18.1739","18.9634","17.3071","2.28M","-4.60%"
"Apr 26, 2018","18.1739","15.6003","20.7302","15.1320","7.06M","16.53%"
"Apr 25, 2018","15.5961","17.9805","17.9805","14.7359","2.98M","-13.27%"
"Apr 24, 2018","17.9817","15.8363","18.6906","15.7183","3.24M","13.75%"
"Apr 23, 2018","15.8082","15.1433","15.9355","15.1054","1.10M","4.39%"
"Apr 22, 2018","15.1433","15.3159","15.9258","15.0543","1.09M","-1.13%"
"Apr 21, 2018","15.3159","16.2926","16.2973","14.4049","2.12M","-5.99%"
"Apr 20, 2018","16.2926","15.7096","16.4046","15.2857","2.04M","3.71%"
"Apr 19, 2018","15.7096","15.0881","16.0323","14.8914","2.02M","4.29%"
"Apr 18, 2018","15.0630","14.2035","15.2375","14.2035","1.56M","6.05%"
"Apr 17, 2018","14.2035","15.5044","15.7483","14.1597","2.80M","-8.39%"
"Apr 16, 2018","15.5044","14.1701","15.6702","13.2005","4.17M","9.42%"
"Apr 15, 2018","14.1701","13.7851","14.4630","13.7851","1.61M","2.79%"
"Apr 14, 2018","13.7851","12.6857","14.2158","12.6853","2.55M","8.67%"
"Apr 13, 2018","12.6857","12.0989","16.9418","11.6630","6.63M","4.85%"
"Apr 12, 2018","12.0989","9.8072","12.3576","9.3944","3.68M","23.37%"
"Apr 11, 2018","9.8071","9.2374","9.8317","9.2332","1.12M","6.14%"
"Apr 10, 2018","9.2393","9.0768","9.3165","8.8565","622.14K","1.79%"
"Apr 09, 2018","9.0768","9.5554","9.8118","8.8814","893.06K","-5.01%"
"Apr 08, 2018","9.5554","9.3643","9.6587","9.2087","442.81K","2.04%"
"Apr 07, 2018","9.3643","9.2391","9.6154","9.0666","670.32K","1.35%"
"Apr 06, 2018","9.2391","8.8426","9.4997","8.6512","1.48M","4.48%"
"Apr 05, 2018","8.8426","8.2145","9.5166","8.0480","2.22M","7.59%"
"Apr 04, 2018","8.2190","9.4647","9.4647","8.1128","1.21M","-13.16%"
"Apr 03, 2018","9.4647","8.6970","9.7736","8.6440","1.16M","8.77%"
"Apr 02, 2018","8.7015","8.0864","9.4938","8.0151","1.55M","7.61%"
"Apr 01, 2018","8.0864","8.1821","8.4312","7.4618","922.88K","-1.17%"
"Mar 31, 2018","8.1821","8.2525","8.7272","8.1236","726.98K","-0.85%"
"Mar 30, 2018","8.2525","8.4205","8.7164","7.9482","1.51M","-2.00%"
"Mar 29, 2018","8.4205","9.6672","9.7816","8.2305","1.69M","-12.90%"
"Mar 28, 2018","9.6672","9.7025","10.2087","9.6070","768.34K","-0.36%"
"Mar 27, 2018","9.7025","10.2546","10.3434","9.3188","969.15K","-5.38%"
"Mar 26, 2018","10.2546","10.8513","10.9683","9.3692","1.28M","-5.50%"
"Mar 25, 2018","10.8513","11.1171","11.1594","10.6069","872.81K","-2.39%"
"Mar 24, 2018","11.1171","11.4994","11.8560","11.0082","1.02M","-3.32%"
"Mar 23, 2018","11.4994","11.4989","11.5464","10.5070","1.09M","0.00%"
"Mar 22, 2018","11.4989","11.8453","12.4010","10.6863","1.56M","-2.92%"
"Mar 21, 2018","11.8453","12.0882","12.6480","11.4906","1.27M","-2.01%"
"Mar 20, 2018","12.0882","11.5422","12.5157","10.5707","2.04M","4.80%"
"Mar 19, 2018","11.5344","10.4341","11.5344","9.9662","1.74M","10.55%"
"Mar 18, 2018","10.4341","9.6964","10.5814","8.3647","2.11M","7.66%"
"Mar 17, 2018","9.6914","11.1738","11.2167","9.6246","1.35M","-13.27%"
"Mar 16, 2018","11.1738","11.2231","11.9286","10.7534","1.18M","-0.44%"
"Mar 15, 2018","11.2231","11.6520","11.6846","10.2421","1.85M","-3.68%"
"Mar 14, 2018","11.6520","13.6886","13.7468","11.1627","1.17M","-14.88%"
"Mar 13, 2018","13.6886","13.6857","14.1539","12.9675","848.12K","0.02%"
"Mar 12, 2018","13.6857","14.5934","14.8087","13.2900","775.54K","-6.22%"
"Mar 11, 2018","14.5934","13.2966","14.9696","12.6482","1.08M","9.75%"
"Mar 10, 2018","13.2966","14.8630","15.3407","13.1198","1.49M","-10.41%"
"Mar 09, 2018","14.8415","13.6220","15.0981","11.5690","2.05M","8.95%"
"Mar 08, 2018","13.6220","14.3735","15.2406","13.0882","1.30M","-5.23%"
"Mar 07, 2018","14.3735","15.7325","16.3889","13.5084","1.44M","-8.64%"
"Mar 06, 2018","15.7325","17.1418","17.1418","15.4398","1.12M","-8.26%"
"Mar 05, 2018","17.1498","17.9327","18.0893","17.1057","685.74K","-4.37%"
"Mar 04, 2018","17.9327","17.8091","18.4418","16.9925","893.76K","0.69%"
"Mar 03, 2018","17.8091","18.5197","19.0732","17.6304","1.10M","-3.88%"
"Mar 02, 2018","18.5279","19.1456","19.3476","17.7168","1.00M","-3.23%"
"Mar 01, 2018","19.1456","18.3084","19.9703","18.2266","1.06M","4.57%"
"Feb 28, 2018","18.3084","19.9078","20.8124","18.3064","1.73M","-8.05%"
"Feb 27, 2018","19.9122","17.7831","20.8618","17.5736","1.63M","12.00%"
"Feb 26, 2018","17.7784","16.5296","18.0853","15.9806","560.70K","7.59%"
"Feb 25, 2018","16.5239","16.3742","17.3297","16.0483","500.97K","0.90%"
"Feb 24, 2018","16.3768","17.3146","18.3138","15.9313","962.16K","-5.41%"
"Feb 23, 2018","17.3125","16.3115","17.8659","15.5231","1.16M","6.14%"
"Feb 22, 2018","16.3115","17.5710","18.4410","15.5816","1.46M","-7.12%"
"Feb 21, 2018","17.5624","17.9237","19.1725","16.7693","1.87M","-2.01%"
"Feb 20, 2018","17.9219","17.5611","19.7754","17.4586","1.75M","2.05%"
"Feb 19, 2018","17.5611","16.3471","18.3753","16.0426","884.01K","7.43%"
"Feb 18, 2018","16.3471","18.1978","18.2726","15.9659","756.45K","-10.17%"
"Feb 17, 2018","18.1978","18.0390","18.5826","17.5195","748.36K","0.90%"
"Feb 16, 2018","18.0359","16.4881","18.1331","15.7090","1.40M","9.38%"
"Feb 15, 2018","16.4896","15.5913","16.7852","14.7296","812.62K","5.80%"
"Feb 14, 2018","15.5852","12.8700","15.7454","12.8627","1.15M","21.10%"
"Feb 13, 2018","12.8700","12.7282","12.9910","12.1310","284.89K","1.11%"
"Feb 12, 2018","12.7282","11.7724","12.9918","11.7246","354.18K","8.12%"
"Feb 11, 2018","11.7724","12.2809","12.5796","10.8435","441.83K","-4.05%"
"Feb 10, 2018","12.2693","13.0647","13.6387","11.5882","733.12K","-6.09%"
"Feb 09, 2018","13.0647","12.1781","13.1124","11.4085","645.93K","7.27%"
"Feb 08, 2018","12.1788","10.8246","12.3263","10.8246","712.50K","12.54%"
"Feb 07, 2018","10.8216","11.2845","12.4826","10.1017","1.09M","-4.06%"
"Feb 06, 2018","11.2795","9.1177","11.3886","7.2015","1.96M","23.40%"
"Feb 05, 2018","9.1407","11.5373","12.1693","8.5150","1.63M","-20.68%"
"Feb 04, 2018","11.5233","13.9634","14.1086","11.1414","699.43K","-17.63%"
"Feb 03, 2018","13.9890","13.1716","14.3585","11.8761","476.13K","6.21%"
"Feb 02, 2018","13.1716","13.8510","13.8739","10.3885","1.21M","-4.91%"
"Feb 01, 2018","13.8510","15.9071","16.0576","12.9742","1.06M","-12.93%"
"Jan 31, 2018","15.9071","14.7953","16.1295","14.1186","743.03K","7.52%"
"Jan 30, 2018","14.7953","16.8754","17.8493","14.3140","1.40M","-12.35%"
"Jan 29, 2018","16.8800","17.1790","17.4900","16.0500","761.88K","-1.74%"
"Jan 28, 2018","17.1790","15.8080","17.4210","15.5550","1.71M","8.67%"
"Jan 27, 2018","15.8090","16.5550","16.8580","15.2000","4.10M","-3.97%"
"Jan 26, 2018","16.4620","17.9710","18.7520","14.4750","6.15M","-8.40%"
"Jan 25, 2018","17.9710","17.9850","19.1800","16.5350","2.19M","-0.54%"
"Jan 24, 2018","18.0680","15.9770","18.5350","15.2070","1.21M","13.08%"
"Jan 23, 2018","15.9780","15.6070","16.5600","14.0580","1.24M","2.38%"
"Jan 22, 2018","15.6070","16.9000","17.9270","14.0290","2.16M","-7.65%"
"Jan 21, 2018","16.9000","19.6640","19.6660","16.0960","1.13M","-14.06%"
"Jan 20, 2018","19.6640","18.4170","19.7800","18.3560","1.73M","6.77%"
"Jan 19, 2018","18.4170","17.2440","18.8600","16.6180","1.39M","6.80%"
"Jan 18, 2018","17.2440","18.2200","19.2000","16.7550","2.49M","-5.25%"
"Jan 17, 2018","18.2000","16.7610","18.8500","12.1550","3.39M","7.41%"
"Jan 16, 2018","16.9450","22.3400","22.4080","13.5500","5.10M","-24.12%"
"Jan 15, 2018","22.3300","23.4220","24.5500","22.1920","1.19M","-4.64%"
"Jan 14, 2018","23.4170","25.5000","25.6700","21.7840","1.27M","-8.17%"
"Jan 13, 2018","25.5000","22.7580","25.9500","22.2910","2.09M","12.43%"
"Jan 12, 2018","22.6800","21.3960","23.0000","20.5000","1.95M","6.00%"
"Jan 11, 2018","21.3960","23.1650","23.8010","19.0000","3.12M","-7.66%"
"Jan 10, 2018","23.1700","25.1000","25.4100","21.5000","2.33M","-7.69%"
"Jan 09, 2018","25.1000","23.7300","26.2400","22.5000","3.60M","5.77%"
"Jan 08, 2018","23.7300","24.3300","28.5000","18.8500","7.12M","-2.47%"
"Jan 07, 2018","24.3300","19.1900","24.5000","19.0200","4.31M","26.78%"
"Jan 06, 2018","19.1900","18.5900","19.8100","18.0000","1.56M","3.23%"
"Jan 05, 2018","18.5900","19.6600","20.3000","17.9000","2.16M","-5.44%"
"Jan 04, 2018","19.6600","20.5600","21.9800","19.3000","2.30M","-4.38%"
"Jan 03, 2018","20.5600","20.1300","21.3300","18.8100","2.37M","2.14%"
"Jan 02, 2018","20.1300","19.1800","22.6400","18.5100","4.75M","4.95%"
"Jan 01, 2018","19.1800","19.6000","20.8300","17.8200","3.56M","-2.14%"
"Dec 31, 2017","19.6000","16.5000","22.1200","15.1900","7.30M","18.79%"
"Dec 30, 2017","16.5000","15.8300","16.5000","12.5300","2.95M","4.23%"
"Dec 29, 2017","15.8300","15.0200","16.7800","14.3900","3.05M","5.39%"
"Dec 28, 2017","15.0200","14.8600","15.2900","12.6000","2.12M","1.08%"
"Dec 27, 2017","14.8600","15.1100","15.7500","13.9000","1.75M","-1.65%"
"Dec 26, 2017","15.1100","15.3000","16.2000","14.2500","2.22M","-1.24%"
"Dec 25, 2017","15.3000","14.1800","15.5600","13.6000","2.69M","7.90%"
"Dec 24, 2017","14.1800","14.0600","14.1900","11.2000","3.03M","0.85%"
"Dec 23, 2017","14.0600","12.6000","15.4000","12.2700","4.33M","11.59%"
"Dec 22, 2017","12.6000","17.1400","17.5900","9.0200","13.22M","-26.49%"
"Dec 21, 2017","17.1400","17.8100","18.9500","15.6600","4.04M","-3.76%"
"Dec 20, 2017","17.8100","17.8000","19.1600","15.2000","7.42M","0.06%"
"Dec 19, 2017","17.8000","18.4200","21.4900","16.1100","9.44M","-3.37%"
"Dec 18, 2017","18.4200","15.5700","18.4500","14.4700","7.63M","18.30%"
"Dec 17, 2017","15.5700","14.1400","17.6000","13.5100","7.52M","10.11%"
"Dec 16, 2017","14.1400","11.6900","15.4500","11.6500","13.84M","20.96%"
"Dec 15, 2017","11.6900","11.4300","11.6900","9.8600","2.90M","2.27%"
"Dec 14, 2017","11.4300","10.6200","11.9800","10.1000","3.76M","7.63%"
"Dec 13, 2017","10.6200","10.4200","11.7000","9.5300","6.91M","1.92%"
"Dec 12, 2017","10.4200","9.0200","11.5000","8.7700","6.89M","15.52%"
"Dec 11, 2017","9.0200","7.8600","9.1900","7.8100","1.84M","14.76%"
"Dec 10, 2017","7.8600","8.4400","8.4400","7.5700","2.00M","-6.87%"
"Dec 09, 2017","8.4400","8.2600","9.1000","8.0000","2.38M","2.18%"
"Dec 08, 2017","8.2600","7.6500","8.5500","7.5000","2.82M","7.97%"
"Dec 07, 2017","7.6500","8.5700","8.9200","7.6500","2.43M","-10.74%"
"Dec 06, 2017","8.5700","10.0200","10.0700","8.3200","2.62M","-14.47%"
"Dec 05, 2017","10.0200","10.5800","10.5800","9.6800","3.14M","-5.29%"
"Dec 04, 2017","10.5800","9.3800","10.6400","9.0000","2.43M","12.79%"
"Dec 03, 2017","9.3800","9.2800","10.1800","8.6300","3.25M","1.08%"
"Dec 02, 2017","9.2800","8.8900","9.6800","8.5000","2.23M","4.39%"
"Dec 01, 2017","8.8900","8.0600","8.9900","7.7300","2.63M","10.30%"
"Nov 30, 2017","8.0600","7.8700","8.5200","7.0000","3.68M","2.41%"
"Nov 29, 2017","7.8700","9.4100","9.4500","5.5000","4.82M","-16.37%"
"Nov 28, 2017","9.4100","9.5000","9.9500","8.9100","4.17M","-0.95%"
"Nov 27, 2017","9.5000","8.5400","9.5300","8.4700","4.01M","11.24%"
"Nov 26, 2017","8.5400","8.7700","8.7700","8.4700","12.60K","-2.62%"
"Nov 25, 2017","8.7700","7.5900","8.9800","7.5600","4.97M","15.55%"
"Nov 24, 2017","7.5900","7.6500","7.7500","7.3600","1.57M","-0.78%"
"Nov 23, 2017","7.6500","7.9800","8.1900","7.6500","2.20M","-4.14%"
"Nov 22, 2017","7.9800","7.6600","8.0500","7.6200","1.41M","4.18%"
"Nov 21, 2017","7.6600","8.0300","8.1800","7.5000","2.55M","-4.61%"
"Nov 20, 2017","8.0300","7.7500","8.2100","7.7500","1.69M","3.61%"
"Nov 19, 2017","7.7500","7.9200","8.2400","7.6200","1.84M","-2.15%"
"Nov 18, 2017","7.9200","7.6300","8.6400","7.3800","4.79M","3.80%"
"Nov 17, 2017","7.6300","7.1900","7.8000","7.0800","1.93M","6.12%"
"Nov 16, 2017","7.1900","7.7100","7.7300","7.1000","1.53M","-6.74%"
"Nov 15, 2017","7.7100","7.8600","8.0600","7.2500","2.13M","-1.91%"
"Nov 14, 2017","7.8600","7.5100","7.9100","7.1900","2.07M","4.66%"
"Nov 13, 2017","7.5100","6.5700","7.6800","6.5100","3.60M","14.31%"
"Nov 12, 2017","6.5700","7.2800","7.3500","6.0100","3.34M","-9.75%"
"Nov 11, 2017","7.2800","6.9700","7.5800","6.8500","2.47M","4.45%"
"Nov 10, 2017","6.9700","8.0400","8.1400","6.6600","5.46M","-13.31%"
"Nov 09, 2017","8.0400","7.6300","8.5000","7.5100","5.52M","5.37%"
"Nov 08, 2017","7.6300","6.3200","8.2000","6.2600","7.95M","20.73%"
"Nov 07, 2017","6.3200","6.4800","6.6900","6.0500","1.31M","-2.47%"
"Nov 06, 2017","6.4800","6.2700","6.7000","6.1800","1.42M","3.35%"
"Nov 05, 2017","6.2700","6.4700","6.4900","6.1100","1.11M","-3.09%"
"Nov 04, 2017","6.4700","6.7100","6.7800","6.3400","1.22M","-3.58%"
"Nov 03, 2017","6.7100","6.2200","6.8200","6.0900","2.76M","7.88%"
"Nov 02, 2017","6.2200","6.0700","6.7200","5.4800","7.26M","2.47%"
"Nov 01, 2017","6.0700","6.8200","6.9900","6.0100","4.85M","-11.00%"
"Oct 31, 2017","6.8200","7.2400","7.3000","6.8200","1.85M","-5.80%"
"Oct 30, 2017","7.2400","7.3100","7.4400","7.1200","1.03M","-0.96%"
"Oct 29, 2017","7.3100","7.1600","7.5000","7.1200","1.07M","2.09%"
"Oct 28, 2017","7.1600","7.4800","7.5600","7.1500","1.37M","-4.28%"
"Oct 27, 2017","7.4800","7.6100","8.1000","7.3900","2.18M","-1.71%"
"Oct 26, 2017","7.6100","7.6500","7.8200","7.3900","1.44M","-0.52%"
"Oct 25, 2017","7.6500","8.1100","8.1300","7.5200","1.47M","-5.67%"
"Oct 24, 2017","8.1100","7.6500","8.7100","7.3900","4.80M","6.01%"
"Oct 23, 2017","7.6500","7.6400","7.7000","7.0300","1.13M","0.13%"
"Oct 22, 2017","7.6400","7.3700","7.8000","7.3100","1.35M","3.66%"
"Oct 21, 2017","7.3700","7.2600","7.4500","6.9100","1.25M","1.52%"
"Oct 20, 2017","7.2600","7.8200","7.8500","7.2600","1.49M","-7.16%"
"Oct 19, 2017","7.8200","7.8000","8.0600","7.6700","874.97K","0.26%"
"Oct 18, 2017","7.8000","7.9400","8.0900","7.6000","1.79M","-1.76%"
"Oct 17, 2017","7.9400","7.8100","8.2600","7.6200","2.23M","1.66%"
"Oct 16, 2017","7.8100","7.9800","8.1100","7.6000","1.55M","-2.13%"
"Oct 15, 2017","7.9800","8.0400","8.2700","7.6100","1.90M","-0.75%"
"Oct 14, 2017","8.0400","8.2900","8.3400","8.0000","1.22M","-3.02%"
"Oct 13, 2017","8.2900","8.2300","8.7100","8.0200","2.00M","0.73%"
"Oct 12, 2017","8.2300","9.2500","9.6000","8.1600","4.39M","-11.03%"
"Oct 11, 2017","9.2500","8.0900","9.3700","8.0900","4.90M","14.34%"
"Oct 10, 2017","8.0900","7.4800","8.4000","7.2800","2.62M","8.16%"
"Oct 09, 2017","7.4800","7.7500","8.1500","6.9100","3.68M","-3.48%"
"Oct 08, 2017","7.7500","8.5400","8.6500","7.6000","2.64M","-9.25%"
"Oct 07, 2017","8.5400","8.6700","8.7900","8.1200","1.53M","-1.50%"
"Oct 06, 2017","8.6700","8.8000","8.9100","8.4600","1.17M","-1.48%"
"Oct 05, 2017","8.8000","8.6700","9.0600","8.1700","2.18M","1.50%"
"Oct 04, 2017","8.6700","9.2700","9.2700","8.5000","1.93M","-6.47%"
"Oct 03, 2017","9.2700","9.2100","9.3500","8.5000","3.40M","0.65%"
"Oct 02, 2017","9.2100","9.8600","10.0500","9.0600","3.27M","-6.59%"
"Oct 01, 2017","9.8600","10.1400","10.2000","9.5400","1.73M","-2.76%"
"Sep 30, 2017","10.1400","9.8100","10.3500","9.6800","2.66M","3.36%"
"Sep 29, 2017","9.8100","10.4500","10.6700","8.9000","6.25M","-6.12%"
"Sep 28, 2017","10.4500","10.3200","11.5500","10.0300","5.91M","1.26%"
"Sep 27, 2017","10.3200","9.7200","10.6000","9.7200","3.89M","6.17%"
"Sep 26, 2017","9.7200","10.0100","10.3700","9.6200","2.85M","-2.90%"
"Sep 25, 2017","10.0100","8.6000","10.4700","8.5600","6.91M","16.40%"
"Sep 24, 2017","8.6000","9.0100","9.1500","8.4300","2.34M","-4.55%"
"Sep 23, 2017","9.0100","8.6100","9.3700","8.3100","3.91M","4.65%"
"Sep 22, 2017","8.6100","8.0600","8.9400","7.8200","6.17M","6.82%"
"Sep 21, 2017","8.0600","9.0400","9.4200","7.6100","6.95M","-10.84%"
"Sep 20, 2017","9.0400","9.9500","9.9900","9.0300","3.49M","-9.15%"
"Sep 19, 2017","9.9500","11.0000","11.0400","9.6200","4.27M","-9.55%"
"Sep 18, 2017","11.0000","9.8200","11.4000","9.8200","5.94M","12.02%"
"Sep 17, 2017","9.8200","9.8900","10.3500","8.9500","5.05M","-0.71%"
"Sep 16, 2017","9.8900","9.9900","10.6700","9.2100","8.11M","-1.00%"
"Sep 15, 2017","9.9900","8.1000","10.5500","6.5000","21.94M","23.33%"
"Sep 14, 2017","8.1000","10.5500","11.1400","7.5500","13.78M","-23.22%"
"Sep 13, 2017","10.5500","11.6800","11.6800","9.4300","8.45M","-9.67%"
"Sep 12, 2017","11.6800","11.3700","13.7000","10.9200","8.62M","2.73%"
"Sep 11, 2017","11.3700","11.3800","12.1000","11.0000","3.41M","-0.09%"
"Sep 10, 2017","11.3800","12.3100","12.4000","10.5800","4.82M","-7.55%"
"Sep 09, 2017","12.3100","11.4400","12.4000","10.8100","4.74M","7.60%"
"Sep 08, 2017","11.4400","12.7900","13.4900","10.3600","9.90M","-10.56%"
"Sep 07, 2017","12.7900","11.6000","13.6900","10.7100","10.03M","10.26%"
"Sep 06, 2017","11.6000","10.9900","11.9000","10.3000","7.56M","5.55%"
"Sep 05, 2017","10.9900","8.8100","11.4400","7.6100","10.62M","24.74%"
"Sep 04, 2017","8.8100","10.7400","10.7400","7.3300","15.38M","-17.97%"
"Sep 03, 2017","10.7400","10.8500","11.4000","9.5400","4.65M","-1.01%"
"Sep 02, 2017","10.8500","12.0100","12.1200","9.8000","6.03M","-9.66%"
"Sep 01, 2017","12.0100","11.8200","12.6900","11.6500","5.05M","1.61%"
"Aug 31, 2017","11.8200","11.2400","12.2000","10.7500","4.82M","5.16%"
"Aug 30, 2017","11.2400","9.4800","11.8100","9.4200","11.11M","18.57%"
"Aug 29, 2017","9.4800","8.6200","9.7600","8.4400","6.27M","9.98%"
"Aug 28, 2017","8.6200","8.3400","8.9700","8.0800","3.68M","3.36%"
"Aug 27, 2017","8.3400","8.2800","8.3800","7.9900","1.50M","0.72%"
"Aug 26, 2017","8.2800","8.1800","8.4000","7.7700","2.12M","1.22%"
"Aug 25, 2017","8.1800","8.3800","8.5000","7.9300","1.80M","-2.39%"
"Aug 24, 2017","8.3800","8.1900","8.4500","7.8900","1.87M","2.32%"
"Aug 23, 2017","8.1900","7.6000","8.6800","7.4900","5.48M","7.76%"
"Aug 22, 2017","7.6000","7.6500","7.7300","6.8000","3.62M","-0.65%"
"Aug 21, 2017","7.6500","8.4800","8.6000","7.2700","4.74M","-9.79%"
"Aug 20, 2017","8.4800","7.8200","8.9000","7.1400","4.93M","8.44%"
"Aug 19, 2017","7.8200","7.2500","8.0000","6.2300","5.64M","7.86%"
"Aug 18, 2017","7.2500","8.3200","8.4500","6.0800","10.20M","-12.86%"
"Aug 17, 2017","8.3200","8.8500","9.5500","8.2700","7.87M","-5.99%"
"Aug 16, 2017","8.8500","6.7200","9.2500","6.6700","14.58M","31.70%"
"Aug 15, 2017","6.7200","7.0300","7.1300","6.0800","5.81M","-4.41%"
"Aug 14, 2017","7.0300","6.8800","7.4700","6.3000","7.30M","2.18%"
"Aug 13, 2017","6.8800","6.2000","7.5000","5.2400","11.15M","10.97%"
"Aug 12, 2017","6.2000","7.2500","7.6300","5.7800","8.88M","-14.48%"
"Aug 11, 2017","7.2500","5.9300","7.7500","5.2700","17.48M","22.26%"
"Aug 10, 2017","5.9300","3.4300","6.6000","3.3500","28.10M","72.89%"
"Aug 09, 2017","3.4300","3.6700","3.7100","3.2100","4.08M","-6.54%"
"Aug 08, 2017","3.6700","3.0500","3.8300","3.0400","7.62M","20.33%"
"Aug 07, 2017","3.0500","2.7300","3.2600","2.6000","6.34M","11.72%"
"Aug 06, 2017","2.7300","3.6000","3.6500","2.5100","5.89M","-24.17%"
"Aug 05, 2017","3.6000","2.8100","3.9000","2.1500","15.23M","28.11%"
"Aug 04, 2017","2.8100","1.9500","3.1200","1.9100","7.52M","44.10%"
"Aug 03, 2017","1.9500","1.3900","2.1200","1.3400","4.45M","40.29%"
"Aug 02, 2017","1.3900","1.3300","1.3900","1.2700","1.24M","4.51%"
"Aug 01, 2017","1.3300","1.2200","1.3800","1.1600","1.71M","9.02%"
"Jul 31, 2017","1.2200","1.1900","1.2500","1.1300","753.52K","2.52%"
"Jul 30, 2017","1.1900","1.2800","1.3300","1.1700","486.01K","-7.03%"
"Jul 29, 2017","1.2800","1.1600","1.2900","1.1000","862.82K","10.34%"
"Jul 28, 2017","1.1600","1.3600","1.4100","1.1000","1.76M","-14.71%"
"Jul 27, 2017","1.3600","1.1900","1.4300","1.1900","2.37M","14.29%"
"Jul 26, 2017","1.1900","1.2200","1.3000","1.0200","2.49M","-2.46%"
"Jul 25, 2017","1.2200","1.5200","1.5500","1.0400","3.74M","-19.74%"
"Jul 24, 2017","1.5200","1.4800","1.6400","1.2600","5.12M","2.70%"
"Jul 23, 2017","1.4800","0.8700","1.6200","0.8400","7.38M","70.11%"
"Jul 22, 2017","0.8700","0.7460","0.9000","0.7349","2.74M","16.62%"
"Jul 21, 2017","0.7460","0.6521","0.7851","0.6300","1.10M","14.40%"
"Jul 20, 2017","0.6521","0.5610","0.7366","0.5610","2.15M","16.24%"
"Jul 19, 2017","0.5610","0.7506","0.8121","0.5599","2.35M","-25.26%"
"Jul 18, 2017","0.7506","0.5819","0.8997","0.5463","4.89M","28.99%"
"Jul 17, 2017","0.5819","0.3800","0.5940","0.3748","2.55M","53.13%"
"Jul 16, 2017","0.3800","0.4260","0.5209","0.3150","2.22M","-10.80%"
"Jul 15, 2017","0.4260","0.5526","0.6982","0.4201","2.00M","-22.91%"